Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,raw_role,mapped_role
Chithra S,Female,21,software/technology,yes,python,hacking,parallel computing,system developer,Sales and Marketing,Religion-Spirituality,Technical,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
CHITRA,Female,23,software/technology,no,full stack,game development,cloud computing,system developer,Finance,Guide,Management,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Choppa Durga Reddy,Male,22,software/technology,no,r programming,data science,Software Engineering,developer,Finance,Poetry,Management,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Cynthia,Female,20,software/technology,no,information security,cloud computing,data engineering,security,Web Services,Encyclopedias,Technical,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Daivik Patel,Male,21,software/technology,yes,python,cloud computing,Computer Architecture,testing,Finance,Self help,Technical,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
DAMERA ANILKUMAR ,Male,23,software/technology,yes,information security,testing,cloud computing,security,SAaS services,Series,Management,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Damini Dilip Reddy,Female,22,software/technology,yes,shell programming,system designing,programming,testing,Web Services,Prayer books,Management,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Danish Azam,Male,20,software/technology,no,shell programming,hacking,parallel computing,Business process analyst,SAaS services,Drama,Management,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Daniyal Tarique,Male,21,software/technology,no,r programming,cloud computing,networks,developer,Cloud Services,Science fiction,Management,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Darshana Krishnamoorthy,Female,23,software/technology,yes,machine learning,testing,networks,developer,Sales and Marketing,Series,Management,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
DASARI SHANMUKA KIRAN,Male,22,software/technology,no,full stack,game development,Software Engineering,system developer,Finance,Travel,Technical,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Datta Chavan,Male,21,software/technology,yes,shell programming,hacking,parallel computing,cloud computing,product development,Science,Technical,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Debasis nahak ,Male,23,software/technology,yes,app development,data science,Computer Architecture,system developer,Sales and Marketing,Drama,Management,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Debidatta Das,Male,22,software/technology,no,distro making,system designing,Computer Architecture,developer,product development,Health,Management,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Debojeet Nag,Male,20,software/technology,no,python,data science,networks,testing,SAaS services,Encyclopedias,Technical,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Deeksha Aggarwal,Female,21,software/technology,yes,shell programming,web tech,poor,hacking,system developer,no,Guide,Management,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Deepak Bhatlavande,Male,22,software/technology,no,app development,system designing,Software Engineering,testing,Service Based,Horror,Management,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Deepak.P,Male,20,software/technology,yes,machine learning,hacking,Computer Architecture,testing,Sales and Marketing,Horror,Management,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Deepali Agarwal,Female,21,software/technology,no,distro making,hacking,Computer Architecture,testing,Sales and Marketing,Fantasy,Management,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Deepan Chakaravarthy S,Male,23,software/technology,yes,hadoop,testing,networks,system developer,Finance,Diaries,Management,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
DEVADHARSAN.M,Male,22,software/technology,no,python,data science,parallel computing,testing,Finance,Health,Technical,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
DEVANABOINA NAGA SIVAIAH,Male,21,software/technology,no,distro making,cloud computing,IOT,testing,Cloud Services,Dictionaries,Management,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Devang Tailor,Male,20,software/technology,no,r programming,game development,hacking,system developer,Web Services,Health,Management,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Devesh Mishra,Male,22,software/technology,yes,r programming,testing,Computer Architecture,developer,Service Based,Satire,Technical,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Devi ,Female,21,software/technology,yes,hadoop,testing,data engineering,cloud computing,SAaS services,Mystery,Management,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Dhanalakshmi ,Female,23,software/technology,no,full stack,hacking,data engineering,Business process analyst,Cloud Services,History,Technical,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Dhanalakshmi. Meesala,Female,22,software/technology,no,r programming,web tech,medium,cloud computing,Business process analyst,yes,Series,Technical,Mobile Applications Developer,Mobile Applications Developer,software_engineering
DHANANJAY RAJSHEKHAR JOKARE ,Male,21,software/technology,yes,distro making,hacking,Software Engineering,system developer,Finance,Drama,Management,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Dhanraj Deore,Male,20,software/technology,yes,app development,testing,cloud computing,cloud computing,Sales and Marketing,Religion-Spirituality,Technical,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Dharam singh,Male,22,software/technology,no,shell programming,system designing,networks,testing,Product based,Travel,Technical,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Dharineesh ,Male,21,software/technology,yes,distro making,system designing,programming,testing,Product based,Self help,Management,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Dharna Mishra,Female,20,software/technology,no,full stack,game development,programming,cloud computing,Testing and Maintainance Services,Mystery,Management,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Dhinesh Kumar K,Male,22,software/technology,no,shell programming,testing,IOT,cloud computing,Cloud Services,Self help,Management,hard worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
Dhiraj Thakare,Male,21,software/technology,no,shell programming,data science,networks,Business process analyst,Product based,Mystery,Technical,smart worker,Mobile Applications Developer,Mobile Applications Developer,software_engineering
