Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,skills_norm
Stella Reed,Male,27,software/technology,yes,distro making,game development,Management,cloud computing,Testing and Maintainance Services,Encyclopedias,Management,hard worker,Database Developer,distro making
Owen Parker,Female,32,software/technology,yes,shell programming,cloud computing,parallel computing,developer,Testing and Maintainance Services,Math,Technical,smart worker,Database Developer,shell programming
Chase Murphy,Male,27,software/technology,yes,hadoop,database security,Management,testing,Product based,Travel,Management,hard worker,Database Developer,hadoop
Aiden Cooper,Female,30,software/technology,no,information security,game development,Computer Architecture,security,Service Based,Horror,Technical,smart worker,Database Developer,information security
Zachary Reed,Female,26,software/technology,no,app development,data science,programming,security,Product based,Religion-Spirituality,Technical,hard worker,Database Developer,ios app development
Madison Flores,Male,29,software/technology,no,app development,game development,programming,developer,Service Based,Horror,Management,smart worker,Database Developer,ios app development
Ethan Brooks,Male,31,software/technology,yes,python,system designing,networks,security,Web Services,Comics,Management,smart worker,Database Developer,python
Ava Jenkins,Male,25,software/technology,no,python,web tech,excellent,hacking,developer,yes,Anthology,Management,Database Developer,python
Lucas Powell,Male,34,software/technology,yes,r programming,data science,IOT,Business process analyst,Sales and Marketing,Comics,Management,hard worker,Database Developer,programming
Mia Simmons,Male,27,software/technology,no,machine learning,web tech,medium,programming,developer,yes,Satire,Management,Database Developer,machine learning
Benjamin Price,Male,32,software/technology,yes,information security,hacking,IOT,testing,BPA,Romance,Technical,smart worker,Database Developer,information security
Liam King,Male,28,software/technology,no,r programming,web tech,excellent,networks,cloud computing,no,Self help,Management,Database Developer,programming
Sophia Griffin,Male,29,software/technology,yes,distro making,cloud computing,parallel computing,cloud computing,Sales and Marketing,Science fiction,Management,hard worker,Database Developer,distro making
Noah Wood,Male,30,software/technology,yes,python,web tech,poor,Software Engineering,security,yes,Horror,Technical,Database Developer,python
Ella Ramirez,Male,26,software/technology,no,machine learning,data science,networks,developer,Product based,Fantasy,Technical,smart worker,Database Developer,machine learning
William Simmons,Male,33,software/technology,no,shell programming,database security,parallel computing,system developer,Cloud Services,Childrens,Technical,smart worker,Database Developer,shell programming
Olivia Ward,Male,27,software/technology,yes,hadoop,web tech,medium,Management,testing,no,Travel,Technical,Database Developer,hadoop
Jacob Stewart,Male,31,software/technology,yes,information security,hacking,programming,system developer,SAaS services,Horror,Technical,smart worker,Database Developer,information security
Emily Torres,Male,29,software/technology,no,information security,database security,data engineering,system developer,BPA,Health,Management,hard worker,Database Developer,information security
Michael Watson,Male,35,software/technology,no,machine learning,system designing,IOT,system developer,product development,Guide,Management,smart worker,Database Developer,machine learning
Grace Bell,Male,24,software/technology,no,app development,testing,programming,cloud computing,Web Services,Satire,Management,hard worker,Database Developer,ios app development
Samuel Bailey,Male,28,software/technology,no,r programming,game development,IOT,security,Product based,Prayer books,Technical,hard worker,Database Developer,programming
Zoe Rivera,Male,29,software/technology,no,shell programming,data science,Management,developer,Product based,Fantasy,Management,hard worker,Database Developer,shell programming
Henry Cooper,Male,34,software/technology,yes,python,cloud computing,Software Engineering,Business process analyst,Testing and Maintainance Services,Self help,Technical,hard worker,Database Developer,python
Chloe Richardson,Male,27,software/technology,yes,r programming,testing,Computer Architecture,system developer,BPA,Trilogy,Technical,smart worker,Database Developer,programming
Alexander Cox,Male,30,software/technology,no,distro making,system designing,data engineering,security,Testing and Maintainance Services,Fantasy,Management,hard worker,Database Developer,distro making
Victoria Ward,Female,26,software/technology,yes,python,web tech,medium,Computer Architecture,system developer,no,Comics,Management,Database Developer,python
Daniel Foster,Male,28,software/technology,yes,hadoop,web tech,excellent,parallel computing,Business process analyst,no,Trilogy,Management,Database Developer,hadoop
Natalie Henderson,Female,25,software/technology,yes,distro making,system designing,Computer Architecture,testing,SAaS services,Fantasy,Technical,smart worker,Database Developer,distro making
Matthew Bryant,Female,31,software/technology,no,distro making,system designing,IOT,testing,Product based,Guide,Technical,smart worker,Database Developer,distro making
Lily Alexander,Female,28,software/technology,yes,shell programming,database security,hacking,security,Cloud Services,Mystery,Management,smart worker,Database Developer,shell programming
Logan Carter,Female,30,software/technology,yes,distro making,game development,Computer Architecture,Business process analyst,Sales and Marketing,Math,Management,smart worker,Database Developer,distro making
Amelia Morris,Male,27,software/technology,no,python,web tech,medium,programming,Business process analyst,no,Satire,Management,Database Developer,python
Jackson Perez,Male,29,software/technology,no,machine learning,testing,Management,Business process analyst,Sales and Marketing,Childrens,Technical,smart worker,Database Developer,machine learning
Avery Hughes,Female,32,software/technology,yes,distro making,game development,IOT,cloud computing,Testing and Maintainance Services,Guide,Technical,hard worker,Database Developer,distro making
Sebastian Flores,Male,35,software/technology,no,information security,cloud computing,data engineering,cloud computing,Web Services,Health,Management,hard worker,Database Developer,information security
Harper Hughes,Male,29,software/technology,yes,distro making,database security,Computer Architecture,developer,Testing and Maintainance Services,Prayer books,Management,hard worker,Database Developer,distro making
Owen Long,Female,33,software/technology,yes,machine learning,cloud computing,cloud computing,testing,SAaS services,Self help,Management,hard worker,Database Developer,machine learning
Scarlett Foster,Male,27,software/technology,no,distro making,data science,cloud computing,developer,BPA,Guide,Management,smart worker,Database Developer,distro making
Gabriel Price,Female,30,software/technology,no,information security,database security,networks,system developer,Service Based,Comics,Technical,hard worker,Database Developer,information security
Chase Bennett,Male,28,software/technology,yes,hadoop,database security,networks,testing,SAaS services,Mystery,Technical,hard worker,Database Developer,hadoop
Samantha Ross,Female,32,software/technology,yes,hadoop,database security,programming,security,Service Based,History,Management,smart worker,Database Developer,hadoop
Nathan Rogers,Male,30,software/technology,yes,distro making,hacking,Computer Architecture,system developer,Cloud Services,Action and Adventure,Management,hard worker,Database Developer,distro making
Aiden Reed,Female,26,software/technology,no,r programming,cloud computing,programming,developer,Cloud Services,Art,Management,smart worker,Database Developer,programming
